;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
1369;Tricycloalternarene 7b;COC1CCC2=C(CC3C(C(C)CCC(O)C(C)(C)O)=CCC3(C)O2)C1=O;alternarenes;1;1;1
1370;Tricycloalternarene 9b;CC(C)=CC/C=C(/C)C1CCC2(C)OC3=C(CC12)C(=O)C(O)CC3;alternarenes;1;1;1
1371;Tricycloalternarene 11a;COC1CCC(=O)C2=C1OC1(C)CC=C(C(C)CCCC(C)CO)C1C2;alternarenes;0;0;1
1372;Tricycloalternarene 8a;C/C(=C/C/C=C(\C)CO)C1CCC2(C)OC3=C(CC12)C(=O)CCC3O;alternarenes;1;0;1
1373;Tricycloalternarene 10b;COC1CCC2=C(CC3C(C(C)CC/C=C(\C)CO)=CCC3(C)O2)C1=O;alternarenes;1;0;1
1374;Tricycloalternarene 11b;COC1CCC2=C(CC3C(C(C)CCCC(C)CO)=CCC3(C)O2)C1=O;alternarenes;0;0;1
1375;6-Deoxyversicolorin A;O=C1c2cccc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2C=CO[C@@H]2O1;versicolorins;1;1;1
1376;kojic acid monooleate;CCCCCCCC/C=C\CCCCCCCC(=O)Oc1coc(CO)cc1=O;kojic acids;0;0;1
1377;12-Ethoxydihydro-beta-ergocryptine;CCOc1ccc2[nH]cc3c2c1[C@H]1C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]4(O)[C@@H]5CCCN5C(=O)[C@@H](CC(C)C)N4C2=O)CN(C)[C@@H]1C3;ergot alkaloids;1;1;0
1378;12-Ethoxydihydro-alpha-ergocryptine;CCOc1ccc2[nH]cc3c2c1[C@H]1C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]4(O)[C@@H]5CCCN5C(=O)[C@H](CC(C)C)N4C2=O)CN(C)[C@@H]1C3;ergot alkaloids;1;1;0
1379;Aci-Dihydro-alpha-ergocryptine;CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12;ergot alkaloids;1;1;0
1380;Aci-Dihydroergocornine;CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12;ergot alkaloids;1;1;0
1381;Sulochrin triacetate;COC(=O)c1cc(OC(C)=O)cc(OC)c1C(=O)c1c(OC(C)=O)cc(C)cc1OC(C)=O;benzene derivatives;0;1;0
1382;Macrophorin G;C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@]12O[C@H]1C(=O)C(COC(=O)CC(=O)O)=CC2=O;terpenoids;1;0;1
1383;Macrophorin F;C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@]12O[C@@H]1[C@H](OC(=O)CC(=O)O)C(CO)=CC2=O;terpenoids;1;0;1
1384;Macrophorin E;C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@]12O[C@@H]1[C@H](O)C(COC(=O)CC(=O)O)=CC2=O;terpenoids;1;0;1
1385;Cyclo(Pro-Pro-Phe-Tyr-Leu-Ile-Ile-Leu-Val-);CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC1=O;peptides;0;0;0
1386;Cyclo(Pro-Pro-Phe-Ala-Leu-Ile-Ile-Leu-Val-);CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC1=O;peptides;0;1;0
1387;Cyclo(Pro-Pro-Ala-Phe-Leu-Ile-Ile-Leu-Val-);CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC1=O;peptides;0;1;0
1388;Cyclo(Pro-Ala-Phe-Phe-Leu-Ile-Ile-Leu-Val-);CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC1=O;peptides;0;0;0
1389;Cyclo[Pro-Pro-Phe-Phe-(1-amino*cyclohexyl)carbonyl-Ile-D-Ala-Val-];CC[C@H](C)[C@@H]1NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](C)NC1=O;peptides;0;1;0
1390;Expansolide A;CC(=O)O[C@H]1C[C@H]2C[C@@H](C1=C(C)C)[C@@]21CO[C@]2(C[C@H](C)C(=O)O2)C1;alkaloids;0;1;0
1391;Asterriquinone monohexyl ether;C=CC(C)(C)C1=C(O)C(=O)C(C(C)(C)C=C)=C(OCCCCCC)C1=O;asterriquinones ;1;0;1
1392;Asterriquinone monopentyl ether;C=CC(C)(C)C1=C(O)C(=O)C(C(C)(C)C=C)=C(OCCCCC)C1=O;asterriquinones ;1;0;1
1393;Asterriquinone monobutyl ether;C=CC(C)(C)C1=C(O)C(=O)C(C(C)(C)C=C)=C(OCCCC)C1=O;asterriquinones ;1;0;1
1394;Asterriquinone monopropyl ether;C=CC(C)(C)C1=C(O)C(=O)C(C(C)(C)C=C)=C(OCCC)C1=O;asterriquinones ;1;0;0
1395;Asterriquinone monoethyl ether;C=CC(C)(C)C1=C(O)C(=O)C(C(C)(C)C=C)=C(OCC)C1=O;asterriquinones ;1;0;0
1396;Zinnimide;COc1c(C)c(OCC=C(C)C)cc2c1C(=O)NC2=O;nucleotides;1;1;0
1397;Fumonisin B3;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
1398;cytochalasin D;C=C1[C@@H](O)[C@@H]2/C=C/C[C@H](C)C(=O)[C@](C)(O)/C=C/[C@@H](OC(C)=O)[C@]23C(=O)N[C@H](Cc2ccccc2)[C@@H]3[C@@H]1C;cytochalasan alkaloids;0;0;1
1399;Koninginin A;CCCCCC[C@@H]1O[C@@]23O[C@H]1CC[C@@H]2[C@H](O)CC[C@@H]3O;koninginins;0;0;1
1400;dihydromevinolin;CC[C@H](C)C(=O)O[C@@H]1C[C@H](C)C[C@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21;lovastatins;0;0;0
1401;aspyrone;C[C@@H]1O[C@H]1C1=C[C@@H](O)[C@H](C)OC1=O;coumarins;1;1;1
1402;Cytochalasin C;CC(=O)O[C@@H]1/C=C\[C@@](C)(O)C(=O)[C@@H](C)C/C=C\[C@H]2[C@H](O)C(C)=C(C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]123;cytochalasan alkaloids;0;0;1
1403;cis-Resveratrol 4'-sulfate;O=S(=O)(O)Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1;resveratrols;1;1;0
1404;calphostin C;COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c(C[C@H](C)OC(=O)c6ccccc6)c(c(c1C[C@H](C)OC(=O)Oc1ccc(O)cc1)c23)c54;calphostins;1;1;0
1405;Pseurotin A;CC/C=C/[C@H](O)[C@H](O)C1=C(C)C(=O)[C@@]2(O1)C(=O)N[C@@](OC)(C(=O)c1ccccc1)[C@@H]2O;alkaloids;1;1;1
1406;Neoechinulin D;C=CC(C)(C)c1[nH]c2cc(CC=C(C)C)ccc2c1/C=C1\NC(=O)[C@H](C)NC1=O;chinulins;1;1;1
1407;(-)-(2S,3S,4aR)-isoaltenuene;COc1cc(O)c2c(c1)C1=C[C@H](O)[C@@H](O)C[C@@]1(C)OC2=O;altenuenes;1;0;1
1408;Austocystin E;COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)O[C@H]1OC=C[C@@]21O;austocystins;1;1;1
1409;cyclopenol;CN1C(=O)c2ccccc2NC(=O)[C@@]12O[C@H]2c1cccc(O)c1;cyclopeptins;1;0;1
1410;(-) Palitantin;CCC/C=C/C=C/[C@@H]1C[C@H](O)[C@H](O)C(=O)[C@@H]1CO;penicillins;1;0;1
1411;(?)-Verrucarol;CC1=C[C@H]2O[C@H]3C[C@@H](O)[C@](C)([C@]34CO4)[C@@]2(CO)CC1;trichothecenes;1;1;1
1412;Cyclopenin;CN1C(=O)c2ccccc2NC(=O)[C@]12O[C@H]2c1ccccc1;cyclopeptins;1;0;0
1413;austdiol;CC1=CC2=C(C=O)C(=O)[C@@](C)(O)[C@H](O)C2=CO1;austins;1;1;1
1414;Ochratoxin B-[d5];C[C@H]1Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1;ochratoxins;1;0;0
1415;3-epi-Radicinin;C/C=C/c1cc2c(c(=O)o1)C(=O)[C@H](O)[C@H](C)O2;radicinins;1;1;1
1416;T-1961;CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(C)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12;trichothecenes;1;0;1
1417;4-bromo-resveratrol;Oc1ccc(C=Cc2cc(O)c(Br)c(O)c2)cc1;resveratrols;1;1;1
1418;3-Acetyl Deoxynivalenol;CC(=O)[C@H]1C[C@]2(C)C3(CO3)[C@H]1O[C@H]1C=C(C)C(=O)[C@H](O)[C@]12CO;trichothecenes;1;1;1
1419;trans Resveratrol 3-O-b-D-Glucuronide;O=C(O)C1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)C(O)C(O)[C@@H]1O;resveratrols;1;0;1
1420;Ergotaminine(100 mg)(list chemical);CN1C[C@@H](C(=O)N[C@]2(C)O[C@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2C3CCCC4NCC(C[C@H]21)C43;ergot alkaloids;1;0;0
1421;(1R,2S,3R,11R,14S)-2-hydroxy-3-[(1R,2S,3R,11R,14S)-2-hydroxy-14,18-dimethyl-13,17-dioxo-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-trien-3-yl]-14,18-dimethyl-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-triene-13,17-dione;CN1C(=O)[C@@]23SS[C@@]1(C)C(=O)N2[C@H]1Nc2ccccc2[C@]1([C@]12c4ccccc4N[C@@H]1N1C(=O)[C@]4(C)SS[C@@]1(C(=O)N4C)[C@H]2O)[C@@H]3O;verticillins;1;1;1
1422;5H-Indeno(1,2-a)anthracene-5,13(8H)-dione, 8a-((1R)-1,3-dihydro-4-hydroxy-6-methyl-3-oxo-1-isobenzofuranyl)-8a,9,10,12a-tetrahydro-1,4,6,9,10-pentahydroxy-, (8aS,9R,10S,12aS)-rel-(+)-;Cc1cc(O)c2c(c1)[C@@H]([C@]13Cc4cc(O)c5c(c4[C@H]1C=C[C@@H](O)[C@H]3O)C(=O)c1c(O)ccc(O)c1C5=O)OC2=O;rubellins;1;1;1
1423;6-Hydroxy-R-phenprocoumon;CC[C@H](c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O;coumarins;1;0;1
1424;4'-Hydroxy-R-phenprocoumon;CC[C@H](c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O;coumarins;1;0;0
1425;1,8-Dihydroxy-3-methyl-anthraquinone(Chrysophanol);Cc1cc(O)c2c(O)c3c(O)cccc3c(O)c2c1;chrysophanols;1;1;1
1426;dehydroaltenusin derivative, 20;CC12CC(=O)C(=O)C=C1c1cccc(O)c1C(=O)O2;altenusins;1;1;1
1427;dehydroaltenusin derivative, 16;CCCCCCCCCCCCOc1cc(O)c2c(c1)C1=CC(=O)C(=O)CC1(C)OC2=O;altenusins;0;0;1
1428;dehydroaltenusin derivative, 15;CCCCCCOc1cc(O)c2c(c1)C1=CC(=O)C(=O)CC1(C)OC2=O;altenusins;1;1;1
1429;dehydroaltenusin derivative, 14;CCCOc1cc(O)c2c(c1)C1=CC(=O)C(=O)CC1(C)OC2=O;altenusins;1;1;1
1430;HT-2 Toxin;CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1OC1[C@H](O)[C@@H](O)[C@@]2(C)C12CO2;trichothecenes;1;1;1
1431;Cytochalasin C;CC(=O)O[C@H]1/C=C\[C@@](C)(O)C(=O)[C@H](C)C/C=C\[C@H]2[C@H](O)C(C)=C(C)C3[C@H](Cc4ccccc4)NC(=O)[C@@]312;cytochalasan alkaloids;0;0;1
1432;Verrucarol;CC1=CC2OC3C[C@@H](O)C(C)(C34CO4)[C@@]2(CO)CC1;trichothecenes;1;1;1
1433;Sodium fusidate;CC(=O)O[C@H]1C[C@@]2(C)[C@H](C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@@]32C)/C1=C(/CCC=C(C)C)C(=O)[O-];fusidic acids;0;1;1
1434;Roridin A;CC1=C[C@H]2OC3C[C@H]4OC(=O)/C=C\C=C\C(C(C)O)OCC[C@@H](C)[C@H](O)C(=O)OC[C@@]2(CC1)C4(C)[C@@]31CO1;trichothecenes;1;0;1
1435;15-Acetoxyscirpendiol;CC(=O)OCC12CCC(C)=CC1O[C@H]1C(O)C(O)[C@]2(C)C12CC2;trichothecenes;1;1;0
1436;versiconal acetate;CC(=O)OCC[C@H](C=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O;versicolorins;1;0;1
1437;roquefortine L;C=CC(C)(C)C12CC3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3C1=[N+]([O-])c1ccccc12;roquefortines;1;1;1
1438;Anditomin;C=C1C2C(=O)[C@]3(C)C[C@@H]4C(=O)OC[C@]14[C@@]1(CC[C@H]4C(C)(C)OC(=O)C=C[C@]4(C)[C@H]21)C3;andibenins;0;1;1
1439;apicidin J;COn1cc(C[C@@H]2NC(=O)[C@H](CCCCCC(=O)[O-])NC(=O)[C@H]3CCCN3C(=O)[C@H](Cc3ccccc3)NC2=O)c2ccccc21;apicidins;1;0;1
1440;desmethyl-dehydro-dechlorogriseofulvin;COC1=CC(=O)C=C(C)[C@]12Oc1cc(OC)cc(O)c1C2=O;griseofulvins;1;1;1
1441;Mono(methylsulfanyl)gliotoxin;CS[C@@]12CC3=CC=C[C@H](O)[C@H]3N1C(=O)[C@](S)(CO)N(C)C2=O;ETPs;1;1;0
1442;N1-hydroxy-roquefortine C;C=CC(C)(C)C12CC3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3C1N(O)c1ccccc12;roquefortines;1;1;0
1443;desmethyl-dehydro-griseofulvin;COC1=CC(=O)C=C(C)[C@]12Oc1c(Cl)c(OC)cc(O)c1C2=O;griseofulvins;1;1;1
1444;Andilesin C;CC1(C)OC(=O)C=C[C@]2(C)[C@@H]3C[C@@]4(C)C(=O)[C@]5(C)C[C@@H]6C(=O)OC[C@@]64[C@@]3(CC[C@@H]12)C5;andibenins;0;1;1
1445;20-dihydro-chaetoglobosin A;C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)/C=C/[C@H](O)[C@@H]1O;cytochalasan alkaloids;1;0;1
1446;Lolitrem B;CC(C)=CC1OC2C3OC34[C@H](CC[C@]3(C)[C@@]5(C)c6[nH]c7ccc8c(c7c6C[C@@H]5CC[C@@]43O)CC3C(C8=O)C(C)(C)OC3(C)C)O[C@@H]2C(C)(C)O1;penitrems;1;1;1
1447;Andilesin;CC1(C)OC(=O)C=C[C@]2(C)[C@@H]3C[C@@]4(C)C(=O)[C@@]5(C)C[C@]3(CC[C@@H]12)[C@@]41COC(=O)[C@H]1[C@H]5O;andibenins;1;1;1
1448;fumiquinazoline F-indoline-3'-ol;C[C@@H]1NC(=O)[C@@H](C[C@@]2(O)C=[NH+]c3ccccc32)n2c1nc1ccccc1c2=O;quinazolines;1;0;1
1449;gibberellic acid A6;C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC4OC4[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-];gibberellins;1;1;1
1450;gibberellin 5;C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC=C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-];gibberellins;0;1;1
1451;apicidin K;COn1cc(C[C@@H]2NC(=O)[C@H](CCCCCCO)NC(=O)[C@H]3CCCCN3C(=O)[C@H](Cc3ccccc3)NC2=O)c2ccccc21;apicidins;1;0;1
1452;Andilesin B;CC1(C)OC(=O)C=C[C@]2(C)[C@@H]3C[C@@]4(C)C(=O)[C@]5(C)C=C6C(=O)OC[C@@]64[C@@]3(CC[C@@H]12)C5;andibenins;1;1;1
1453;(4E)-4-(1H-imidazol-5-ylmethylidene)-16-methoxy-9-(2-methylbut-3-en-2-yl)-2,5,16-triazatetracyclo[7.7.0.02,7.010,15]hexadeca-10,12,14-triene-3,6-dione;C=CC(C)(C)C12CC3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3C1N(OC)c1ccccc12;roquefortines;1;1;0
1454;carboxy-fusarin C;C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@]12O[C@H]1[C@@](O)(CCO)NC2=O)C(=O)[O-];fusarins&fusarielins;1;0;1
1455;4-hydroxy T-2 toxin;CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)CO)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2;trichothecenes;1;0;0
1456;13'-hydroxyverrucarin j;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C/C=C/C(=O)OCC/C(CO)=C\C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1;trichothecenes;1;1;0
1457;Trichoverrol A;CC1=C[C@H]2OC3C[C@@H](OC(=O)/C=C\C=C\[C@H](O)[C@H](C)O)[C@@](C)([C@]34CO4)[C@@]2(CO)CC1;trichothecenes;1;0;0
1458;8-Isobutanoylneosolaniol;CC(=O)OC[C@]12C[C@H](OC(=O)C(C)C)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2;trichothecenes;1;1;0
1459;Desthiobiotin-wortmannin probe;COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)CCC(=O)NCCOCCOCCNC(=O)CCCCC[C@H]1NC(=O)N[C@H]1C;wortmannins;1;0;0
1460;T-2 Tetrol;CC1=CC2OC3[C@H](O)[C@@H](O)C(C)([C@]34CO4)[C@@]2(CO)C[C@@H]1O;trichothecenes;1;0;1
1461;Ergosterol TMS;CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O[Si](C)(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C;triterpenoids;1;0;0
1462;Rubrofusarin, TMS;COc1cc(O[Si](C)(C)C)c2c(O[Si](C)(C)C)c3c(=O)cc(C)oc3cc2c1;rubrofusarins;0;1;0
1463;Physcion-9-anthrone, TMS;COc1cc(O[Si](C)(C)C)c2c(O[Si](C)(C)C)c3c(O[Si](C)(C)C)cc(C)cc3cc2c1;physcions;0;0;0
1464;Neosolaniol;CC(=O)OCC12C[C@@H](O)C(C)=CC1OC1[C@H](O)[C@@H](OC(C)=O)C2(C)C12CO2;trichothecenes;1;0;0
1465;Scirpentriol;CC1=CC2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@]34CO4)[C@@]2(CO)CC1;trichothecenes;1;0;1
1466;Destruxin A;C=CC[C@@H]1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O;destruxins;1;1;0
1467;HC Toxin;CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC(=O)[C@@H](C)NC1=O;cyclic peptides;1;0;0
1468;Destruxin A, 1-[1-(D-2-hydroxyvaleryl)-L-proline]-;CCC[C@@H]1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O;destruxins;0;1;0
1469;Zearalenone, 2TBDMS derivative;CC1CCCC(=O)CCC/C=C/c2cc(O[Si](C)(C)C(C)(C)C)cc(O[Si](C)(C)C(C)(C)C)c2C(=O)O1;zearalenones;0;0;1
1470;Resveratrol, 3TMS;C[Si](C)(C)Oc1ccc(/C=C/c2cc(O[Si](C)(C)C)cc(O[Si](C)(C)C)c2)cc1;resveratrols;0;0;0
1471;Sterigmatocystin, TBDMS derivative;COc1cc2c(c3oc4cccc(O[Si](C)(C)C(C)(C)C)c4c(=O)c13)C1C=COC1O2;sterigmatocystins;1;1;1
1472;Fusaric acid trimethylsilyl;CCCCc1ccc(C(=O)O[Si](C)(C)C)nc1;fusaric acids;0;0;0
1473;Ochratoxin B methyl ester;COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1O)C(=O)O[C@H](C)C2;ochratoxins;1;0;0
1474;Zearalenone, bis(heptafluorobutanoate);CC1CCCC(=O)CCC/C=C/c2cc(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c2C(=O)O1;zearalenones;0;0;0
1475;Zearalenone, bis(pentafluoropropionate);CC1CCCC(=O)CCC/C=C/c2cc(OC(=O)C(F)(F)C(F)(F)F)cc(OC(=O)C(F)(F)C(F)(F)F)c2C(=O)O1;zearalenones;0;0;0
1476;cis-Resveratrol, 3TMS;C[Si](C)(C)Oc1ccc(/C=C\c2cc(O[Si](C)(C)C)cc(O[Si](C)(C)C)c2)cc1;resveratrols;0;0;0
1477;Ergosterol, TMS derivative;CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O[Si](C)(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C;triterpenoids;1;0;0
1478;Kojic acid sodium salt hydrate;O=c1cc(C[O-])occ1O;kojic acids;1;0;1
1479;(+)-Erdin;COC1=CC(=O)C=C(C(=O)O)[C@@]12Oc1c(Cl)c(C)c(Cl)c(O)c1C2=O;griseofulvins;1;1;1
1480;kojic acid monolaurate;CCCCCCCCCCCC(=O)Oc1coc(CO)cc1=O;kojic acids;0;1;1
1481;2-Hydroxy-3-nitropropionic acid butyl ester;CCCCOC(=O)C(O)C[N+](=O)[O-];nitropropionic acids;1;1;1
1482;radicicol;C[C@@H]1C[C@H]2O[C@@H]2C=CC=CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1;radicicols;1;1;0
1483;7-[[(1H-Pyrrol-2-yl)methyl]amino]actinomycin D;Cc1c2oc3c(C)c(NCc4ccc[nH]4)cc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;actinomycins;1;1;0
1484;7-[(3,4-Dichlorobenzyl)amino]actinomycin D;Cc1c2oc3c(C)c(NCc4ccc(Cl)c(Cl)c4)cc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;actinomycins;0;1;0
1485;N-desmethyl-gliotoxin;O=C1N2[C@H]3C(=CC=C[C@@H]3O)CC23SSC1(CO)NC3=O;ETPs;1;0;0
1486;beta-Aflatrem;C=CC(C)(C)c1ccc2[nH]c3c(c2c1)C[C@@H]1CC[C@@]2(O)C4=CC(=O)[C@@H]5O[C@@]4(CC[C@]2(C)[C@@]31C)OC5(C)C;penitrems;1;1;0
1487;brassicicene D;C=C1C(=O)C(C(C)C)=C2CC(O)[C@H](C)[C@@H]3CCC(O)(COC)/C3=C/[C@@]12O;brassicicenes;1;1;1
1488;brassicicene A;COCC1(O)CC[C@@H]2/C1=C\[C@@]1(C)CC(=O)C(C(C)C)=C1CC(O)[C@@H]2C;brassicicenes;0;1;1
1489;Dihydrogeodin dianion;COC(=O)c1cc(O)cc(OC)c1C(=O)c1c([O-])c(Cl)c(C)c(Cl)c1[O-];griseofulvins;0;1;1
1490;brassicicene C;COCC1(O)CC[C@@H]2/C1=C\[C@@H]1C(=C(C(C)C)C(=O)[C@H]1C)CC(O)[C@@H]2C;brassicicenes;1;1;1
1491;elymoclavine aldehyde;C[NH+]1CC(C=O)=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21;ergot alkaloids;1;0;1
1492;brassicicene E;COCC1(O)CC[C@@H]2/C1=C\[C@]1(O)C(=C(C(C)C)C(=O)[C@]1(C)OC(C)=O)CC(O)[C@@H]2C;brassicicenes;1;1;1
1493;fumiquinazoline F-indoline-2',3'-diol;C[C@@H]1NC(=O)[C@@H](C[C@]2(O)c3ccccc3NC2O)n2c1nc1ccccc1c2=O;quinazolines;1;0;1
1494;brassicicene F;COCC1(O)CC[C@@H]2/C1=C\[C@@H]1C(=C(C(C)C)C(=O)[C@]1(C)O)CC(O)[C@@H]2C;brassicicenes;0;1;1
1495;brassicicene B;COCC1(O)CC[C@@H]2/C1=C\[C@]1(C)C(=C(C(C)C)C[C@@H]1O)CC(O)[C@@H]2C;brassicicenes;0;1;1
1496;Ergotamin;C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21;ergot alkaloids;1;1;0
1497;(+)-trans-Abscisic aldehyde;CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/C=O;abscisic acids;1;1;0
1498;cyclo-L-2-tert-DMA-Trp-L-Ala Delta(10,11);C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1/NC(=O)[C@H](C)NC1=O;chinulins;1;1;0
