SMILES,Mutagenicity
NC(=O)c1ccc(N)cc1,negative
Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,negative
COc1ccc(C2OC2C)cc1,positive
Nc1ccc(CCc2ccc(N)cc2)cc1,
c1ccc2c(c1)ccc1c3ccccc3ccc21,positive
O=[N+]([O-])c1cccc2nscc12,positive
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,negative
Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,positive
O=[N+]([O-])C1=Cc2cccc3cccc1c23,
CC(=O)OC(C)C,negative
O=CNc1nc(/C=C\c2ccc([N+](=O)[O-])o2)cs1,positive
COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,
O=C1c2ccccc2C(=O)c2cc(CO)ccc21,positive
CCN(CC)c1ccc(N=Nc2cccnc2)cc1,negative
COCCOC(C)=O,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)/C(=N/OCOCCOC)C(C)C(O)C1(C)O,positive
Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C321,
O=[N+]([O-])c1ccc2ncccc2c1,
Fc1cc2cccnc2c2cccnc12,
CCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCC)c2ccc([N+](=O)[O-])cc12,negative
Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,positive
O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,positive
C=C(C)C(=O)O,negative
CN(C)c1ccc(N=Nc2cccc3ccccc23)cc1,negative
Cc1cc(N(C)C)ccc1N=Nc1ccccc1,negative
Nc1c2ccccc2nc2ccc(Cl)cc12,negative
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,undetermined
CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,negative
O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,positive
OC1C=Cc2c(cc3c4c(c5ccccc5cc24)-c2ccccc2-3)C1O,negative
CC(=O)N(O)c1ccc(-c2ccccc2)cc1,negative
CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,undetermined
C[C@]1(c2ccc([N+](=O)[O-])cc2)CO1,positive
CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,positive
CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,
FC(F)=C(F)F,
C[C@H](CO)[N+](=O)[O-],positive
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,positive
OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,positive
CC[C@@]12O[C@]1(C(=O)OC)C(=O)O[C@H]2C,negative
CCCCCCOC[C@H]1CO1,negative
CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,positive
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,negative
CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,negative
CC1C=Cc2ccc3ccc4ccccc4c3c21,negative
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,positive
OC1c2cccc3c2C2(OC2C1O)c1cc2ccccc2cc1-3,positive
COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2,positive
CC(=O)c1cc2c(cc1C)C(C)(C)[C@@H](C)C2(C)C,positive
O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,undetermined
O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,positive
O=C(O)/C=C/Cl,undetermined
CC(=O)OCN(N=O)c1ccccc1,positive
Cn1cccc1,
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,negative
O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,positive
O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,positive
Nc1ccccc1S,positive
Cc1ccc(N)c(S(=O)(=O)O)c1,positive
Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccccc1,negative
Cc1cc(O)nc(S)n1,positive
O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,negative
CN(C)c1ccc(/C=C/C=O)cc1,positive
C/C=N/N(C)C=O,
CCO[P@](=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,positive
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,negative
COC(=O)C12OC1(C)C(C)OC2=O,positive
O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,negative
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,positive
Cc1ccc2cc3ccc4ccccc4c3cc2c1,
CC(C)S(=O)(=O)Cl,positive
O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,positive
O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,positive
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,
CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@]12CO2,
NC(CCCCNC=CC=O)C(=O)O,positive
CCCCCCCC1CCC(=O)O1,
N#CCc1ccccc1,negative
Nc1cnc2c(c1)nc1ccccn12,negative
O=C1c2ccccc2C(=O)N1CCl,negative
CC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,positive
CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,positive
c1cc2c3c(c1)cc1ccc4cccc5cc(c3c1c45)CC2,negative
CC(=O)Nc1cccc2cccnc12,negative
O=C(/N=c1\sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1,negative
O=[N+]([O-])c1ccccc1CO,positive
Cc1cccc2c1-c1cc3ccccc3cc1C1OC21,negative
COC(=O)[C@]12O[C@@]1(C)[C@H](C(C)C)OC2=O,negative
Cc1c2ccccc2cc2c3c(ccc12)C=C[C@@H](O)[C@H]3O,negative
Cc1cccc(NC(=O)c2csc([N+](=O)[O-])c2)c1,negative
Cc1ccccc1OC[C@H]1CO1,positive
CNC(=O)Oc1ccccc1OC(C)C,negative
Cc1cc(N)ccc1-c1ccc(N)cc1C,positive
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,undetermined
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,positive
C=CC(=C)C,negative
CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,positive
CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,positive
O=C(O)O,positive
COP1(=S)OCc2ccccc2O1,
C=C[C@@H]1CC[C@@]2(C)O[C@H]2C1,
C[C@H](CCl)OP(=O)(O[C@H](C)CCl)O[C@H](C)CCl,undetermined
CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1,
COC(=O)c1ccc([N+](=O)[O-])o1,positive
O=[N+]([O-])c1ccccc1SSC(F)=C(Cl)Cl,undetermined
Nc1nccs1,
CN(Cc1ccc(F)cc1)N=O,undetermined
Clc1cccc(Cl)c1Cl,negative
N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,negative
OCCOc1ccccc1,negative
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,positive
CCCCCCOC(=O)c1ccccc1,positive
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],positive
Nc1cc(Cl)c(N)c(Cl)c1,negative
CNC(=O)/C=C(\C)OP(=O)(OC)OC,undetermined
COC(O)=C1C(C)=NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,negative
Oc1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,
CC1=CC(=O)c2c(O)cccc2C1=O,positive
CCOC(=O)CC(=O)CCl,positive
ClC(Cl)(Cl)C(Cl)(Cl)Cl,negative
CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,positive
C=CC1CC2C=CC1C2,positive
O=NN(O)c1ccccc1,positive
CNCCS(=O)(=O)O,positive
CCOc1ccc(N)cc1,positive
c1cc2sncc2cc1OC[C@H]1CO1,positive
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,positive
N=C(N)c1ccc2cc(C(=N)N)[nH]c2c1,
C[C@@H](O)c1ccccc1,positive
CCc1cc(O)cc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,positive
CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O,negative
O=C(n1ccnc1)n1ccnc1,negative
O/N=C/C=N/O,
Nc1nc2cc(Cl)ccc2[nH]1,negative
CN1CCCN(C)C1=O,negative
BrCc1ccc2cccc3c2c1-c1ccccc1-3,negative
O=C(/N=c1\sn(C(=O)c2ccc(Cl)cc2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)cc1,positive
Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc([N+](=O)[O-])cc1[N+](=O)[O-],undetermined
CC(C(=O)O)N(CC1(O)CCC(O)C(O)C1O)N=O,negative
CCOCCOCCO,undetermined
O=Nc1ccc(Nc2ccccc2)cc1,negative
O=C/C=C/c1ccccc1[N+](=O)[O-],negative
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21,
CC(C)CCCC(C)C1CCC2C3C=CC4(OO)CC(O)CCC4(C)C3CCC12C,positive
COc1cccc2sc(N)nc12,positive
Clc1cccc(Cl)n1,negative
CC(C)CN,
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,positive
Cc1c(N)ccc(N)c1C,negative
O=C1c2c(ccc3ccccc23)-c2cccc3cccc1c23,negative
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,positive
CC(=O)Nc1ccc2c(c1)Cc1cccc(O)c1-2,
Cc1cc(Cl)ccc1OCC(=O)O,negative
O=[N+]([O-])c1cccc2c1ccc1ccccc12,positive
ClCC(Cl)CCl,negative
O=C1CCc2c1ccc1c3c(ccc21)C(O)C(O)C=C3,negative
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CCC12C,positive
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,
COC(=O)C1CSC2C(Cl)=C(Cl)C(=O)N12,
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,positive
COc1cc(F)ccc1[N+](=O)[O-],positive
OCc1ccc(-c2[nH]ccc3c4ccccc4nc2-3)o1,positive
Cn1c2ccccc2c2nn[n+]([O-])c(C(=O)OCCCl)c21,positive
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3OS(=O)(=O)O,positive
CCC(=O)OCc1cccc([N+](=O)[O-])c1,negative
Nc1ccnc2ccccc12,negative
Cc1cc(-c2ccccc2C)ccc1N,negative
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,undetermined
[N-]=[N+]=Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,positive
Oc1cccc2cc3c4ccccc4c4ccccc4c3cc12,positive
O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,negative
COc1ccc(C(=O)c2ccccc2O)c(O)c1,positive
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,positive
Cn1c(N)nc2nc3cnccc3cc21,positive
O=C(O)C1OC1C(=O)O,positive
S=C1NCCN1,
Cc1cccc(NO)c1C,positive
Oc1cc(Cl)c(Cl)cc1Cl,positive
OC1=c2c(O)cc3cccc4ccc(c2c43)C23CCCCC12O3,negative
O[C@H]1C=C2c3cc4ccccc4cc3-c3cccc(c32)[C@@H]1O,negative
COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,negative
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,positive
Nc1ccccc1C(F)(F)F,undetermined
O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc(O)ccc1-2,negative
Oc1cc2ccc3c4c(cc5cccc1c5c24)-c1ccccc1-3,
N#CC(C#N)=Cc1ccc([N+](=O)[O-])o1,positive
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,
O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccccc12,negative
COc1cc(N)ccc1NC(C)=O,undetermined
CC(=O)Oc1ccc(CO)cc1,positive
[N-]=[N+]=NC[C@H](O)CO,negative
Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl,
O=C1c2ccccc2C(=O)N1SC1CCCCC1,negative
COc1ccccc1CC1CO1,positive
Cc1cc2c(nc(N)n2C)c2nc(-c3ccccc3)cnc12,negative
COc1ccc(Nc2ccc(OC)cc2)cc1,positive
CCCCN(C[C@H](O)CC)N=O,
O=C/C=C/C=C/C=O,negative
Cc1ccc2nc3c4c(ccc3c(CO)c2c1)C(O)C(O)C=C4,positive
Cc1cccnc1,positive
CCN(CC)CCO,negative
O=Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,negative
COc1c(N)cc(C)c(N)c1C,positive
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,positive
CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc(NC(C)=O)cc1,negative
O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc12)c1ccc([N+](=O)[O-])cc1,negative
CCCCCc1cc(O)cc(O)c1,negative
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,negative
CC(=O)N(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)Cc1ccccc1-2,undetermined
CC(C)(C)c1c(N)ccc2ccccc12,positive
CNc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,negative
C=CC(=O)CC,negative
O=[N+]([O-])c1c2c(cc3ccccc13)[C@@H](O)[C@H](O)C=C2,positive
Cc1ccc2ccc3c(ccc4c5cccc(C)c5ccc43)c2c1,positive
Fc1cccnc1,positive
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,positive
CON,positive
Cc1ccc(C=O)cc1,negative
O=C1OC(O)C(C(Br)Br)=C1Cl,positive
N#[N+]c1ccc([N+](=O)[O-])cc1,negative
c1cc2c(cc1C[C@@H]1CO1)OCO2,undetermined
O=C1c2ccccc2C(=O)c2c(O)cc(O)cc21,negative
CC(=O)c1ccncc1,positive
CCN(CC)c1cc(NC(C)=O)c(N=Nc2ccc([N+](=O)[O-])cc2)cc1OC,undetermined
CN(C)c1ccc(N=Nc2cccc(CCl)c2)cc1,
c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,negative
COc1cc(O)cc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,positive
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,
C=C(F)F,negative
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,negative
CC(=O)NNc1ccccc1,
Nc1cccc2nc3ccccc3nc12,
C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12,undetermined
CCC1=C(C(=O)OC)C(=O)OC1C,positive
Clc1cccc2ncccc12,negative
CC(=O)CN(C[C@@H](C)O)N=O,undetermined
CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,positive
O=c1c2cccc3ccc4ccc5cccc1c5c4c32,negative
Cc1cccc(N)c1,negative
O=[N+]([O-])c1ccc(N=Nc2ccc(N(CCO)CCO)cc2)c([N+](=O)[O-])c1,
O=NN1CCC(=O)NC1=O,positive
O=C1c2ccccc2-c2c1ccc1ccc3ccccc3c21,positive
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,negative
CCCCN(CC[C@@H](C)O)N=O,positive
Cc1ccc2cc3ccccc3cc2c1,positive
C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(O)C2CC2)CC(O)CC1O,negative
CC(=O)c1cccc([N+](=O)[O-])c1,positive
C=C[Si](C)(Cl)Cl,positive
CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,negative
Cc1c2ccccc2c(CO)c2ccccc12,
c1cc2ccc3cc4c(c5ccc(c1)c2c35)[C@@H]1O[C@@H]1CC4,
Cc1cccc2cc3ccccc3cc12,negative
O=[N+]([O-])c1ccccc1CBr,
[N-]=[N+]=NC(c1ccccc1)C(O)CO,positive
CCOCC,positive
O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,negative
Nc1c2ncn(Cc3ccccc3)c2nc[n+]1[O-],negative
Cc1ccccc1C(=O)Cl,positive
O=S(=O)(O)Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,positive
CCCON(OC(C)=O)C(=O)c1ccccc1,positive
OC1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,negative
CC(=O)c1ccccc1,undetermined
CC1=CCCc2c1cc(C)c1c2ccc2ccccc21,
CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,negative
CCCOc1cc(-c2cc(OCCC)c(N/N=C(\C(C)=O)C(=O)Nc3ccc([N+](=O)[O-])cc3)cc2OC)c(OC)cc1N/N=C(\C(C)=O)C(=O)Nc1ccc([N+](=O)[O-])cc1,negative
COc1ccc(CCC2CO2)cc1,positive
O=c1[nH]sc2cc([N+](=O)[O-])ccc12,negative
N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,positive
Oc1nsc2ccccc12,negative
O=c1ccc2ccc3occc3c2o1,negative
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,negative
CC(=O)N(O)c1ccc(Cl)cc1,
OCC(O)C1CO1,
Oc1ccc(O)cc1,
CCN=NO,negative
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,undetermined
N1=NC2C3OC3C1C1OC21,
CC(=O)ON(C(C)=O)c1ccc(-c2ccccc2)cc1,positive
O=C(c1ccccc1)C1OC1c1ccc(F)cc1,positive
CC(=O)Nc1ccccc1,positive
CCCCN(CCO)CCCC,
Cc1ccc2nsc(N)c2c1,negative
Cn1c(N)nc2ccc3ncccc3c21,negative
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,negative
O=c1oc2cccc(O)c2cc1[C@@H]1CCc2ccccc2C1,negative
COc1c2ccoc2cc2oc(=O)ccc12,positive
Oc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,
CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N,
BrC(Br)Br,positive
O=C(O)c1ccccc1O,negative
CNC(=O)N(C)N=O,positive
O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,negative
C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,
CC(C)(COC[C@H]1CO1)COC[C@H]1CO1,positive
N=C(Nc1ccccc1)Nc1ccccc1,undetermined
CCOC(=O)CC(C)O,negative
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,negative
C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1,positive
Cn1c([N+](=O)[O-])nc2ncc(-c3ccccc3)cc21,
O=C1C=CC(=O)c2c(O)ccc(O)c21,negative
CC(C)CC(=O)/N=c1\sn(C(=O)CC(C)C)c2ccc([N+](=O)[O-])cc12,negative
C[C@@H]1C[C@H]2OC(=O)[C@]3(C)[C@H]2[C@@H](O[C@]3(C)O)[C@@]2(C)C(=O)C=C[C@@H]12,negative
COc1cc(O)c2c(=O)c3cc(OC)ccc3oc2c1,positive
O=[N+]([O-])c1ccc2c(c1)sc1ccccc12,negative
C1O[C@H]1[C@H]1CO1,positive
c1ccc2c(c1)cc([C@@H]1CO1)c1ccccc12,negative
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,negative
Cc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(C(C)(C)C)c1,undetermined
COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,negative
CCCCCCCC/C=C/CCCCCCCC(=O)O,
CN(C)C(=S)SNCCNSC(=S)N(C)C,positive
CCOC(=O)C1C(C=C(C)C)C1(C)C,negative
N=c1cc2oc3cc(N)ccc3nc-2c2ccccc12,
CN1C=CN(CCC[n+]2ccc(C(N)=O)cc2)C1/C=N/O,
Nc1ccc2c(=O)[nH]sc2c1,
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,negative
N#CCO,positive
Nc1ccc(Oc2ccc(N)c(N)c2)cc1,negative
O=C(O)[C@@H]1CSCN1,negative
Cc1cnc2ccccc2n1,positive
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,
Cc1ccc2c(CO)c3ccc4ccccc4c3nc2c1,negative
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,negative
Cc1cc2[nH]c3cc(C)c4ccccc4c3c2c2ccccc12,negative
C=CCCC1CO1,negative
COc1cc2c(c3ccc4ccccc4c13)CCC2=O,negative
OCC1CCCO1,negative
CN(C)c1ccc(N=Nc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1,negative
CCN(CC)[N+]([O-])=NO,positive
Cc1ccc2c(=O)c3cccc4ccc1c2c43,
CCc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,negative
CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,positive
CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12,negative
CC12OOC1(CO)Oc1ccccc12,positive
O=C1NC(=O)C(Cl)=C1Cl,
C=CCc1ccc(O)cc1,negative
C=CC(=O)OCC,positive
ClC[C@H](Br)CBr,
CCN(CC)C(=O)Cc1ccccc1,positive
NC(=O)c1ccccc1C(N)=O,negative
OCCO,negative
Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1,positive
CC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])n1[N+](=O)[O-],negative
Fc1ccc2cccnc2c1F,positive
Nc1snc2ccc(Cl)cc12,positive
Oc1cccc2c3cc4ccccc4cc3c3ccccc3c12,negative
O=c1nc[nH]c(=O)[nH]1,negative
N#C/C(=C\C=C\c1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,negative
Cc1cccc(C(=O)O)c1,positive
C/C=C/c1cc(OC)c(OC)cc1OC,negative
NN1C(=O)c2ccccc2C1=O,
Nc1cc2nc3ccccc3nc2cc1N,negative
CC(C)CCNc1snc2ccccc12,negative
Cc1ccc2cc3c(c4c2c1CC4)C1OC1c1ccccc1-3,positive
Cc1ccc(C(=O)O)cc1N,
COc1ccc2c(c1)-c1c(OC)c(OC)cc3ccnc(c13)C2=O,positive
CCCCN(C[C@H](O)CCO)N=O,positive
Cc1c(N)cccc1N=[N+]([O-])c1cccc(N)c1C,negative
CC(=O)O[C@H]1[C@@]2(O)CC(C)(C)CC2=C(C=O)[C@@]2(C=O)C[C@@]12C,positive
c1ccc2c(c1)ccc1cc3c(ccc4ccncc43)cc12,
COc1ccc(N)c(C)c1,undetermined
O=C1c2ccccc2C([N+](=O)[O-])c2ccccc21,positive
OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,positive
Cc1ncc[nH]1,negative
Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,undetermined
CCCCCN(CCCCC)N=O,negative
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,negative
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,positive
CCCCCCCCCCCCCl,negative
Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21,negative
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1,negative
O=[N+]([O-])c1ccc2c(c1)CCN2,
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,negative
O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,positive
Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],positive
O=C1C=CCCC1,negative
Cc1cccc2cc3ccc4ccccc4c3nc12,positive
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,negative
CC1CCC(NC(=O)N(CCCl)N=O)CC1,
CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CCC12,negative
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,negative
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,negative
Nc1[nH]cnc2nc(-c3ccc([N+](=O)[O-])cc3)nc1-2,
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,positive
O=CNc1nc(-c2ccc([N+](=O)[O-])s2)cs1,
Nc1cccc2c1Cc1ccccc1-2,
O=Nc1[nH]cnc1-c1ccccc1,
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,positive
Cc1ccc2c(c1)-c1ccccc1C2C,
COP(=O)(OC)N1CCOCC1,positive
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,negative
CC(=O)OC/C=C(/C)CCC=C(C)C,negative
CC(=O)c1ccc2[nH]c3c(C)cc([N+](=O)[O-])c(C)c3c2c1,undetermined
Cl/C=C(/Cl)SCc1ccccc1,negative
COC(=O)C(Cl)Cl,positive
COc1cc(N=Nc2ccccc2)ccc1[N+](=O)[O-],negative
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,negative
COc1ccc2nc(N)sc2c1,positive
NC(=O)N(CCO)N=O,negative
Cc1cc(=O)oc2cc3c(cc12)C1(C)OOC1(C)O3,undetermined
O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3ccccc3c2c1,positive
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,
CCCCCCCC(=O)Nc1snc2ccccc12,negative
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)C1CCOC1O4,
O=C(/N=c1\sn(C(=O)c2ccccc2Cl)c2ccc([N+](=O)[O-])cc12)c1ccccc1Cl,positive
